newsgroup,id,text
alt.atheism,54258,"Acts 1:18: ""Now this man (Judas) purchased a field with the reward of "
alt.atheism,54258,"iniquity; and falling headlong, he burst asunder in the midst, and all his "
alt.atheism,54258,"bowels gushed out."""
alt.atheism,54258,
alt.atheism,54258,"Matt. 27:5-7: ""And he (Judas) cast down the pieces of silver in the temple, "
alt.atheism,54258,"and departed, and went and hanged himself.  And the chief priests...bought "
alt.atheism,54258,"with them the potter's field."""
alt.atheism,54258,
alt.atheism,54258,>What was Jesus' prediction regarding Peter's denial?
alt.atheism,54258,
alt.atheism,54258,Before the cock crow - Matthew 26:34
alt.atheism,54258,
alt.atheism,54258,Before the cock crow twice - Mark 14:30
alt.atheism,54258,
alt.atheism,54258,>How many times did the cock crow?
alt.atheism,54258,
alt.atheism,54258,MAR 14:72  And the second time the cock crew. And Peter called to mind  the 
alt.atheism,54258,"word  that  Jesus  said unto him, Before the cock crow twice, thou shalt deny"
alt.atheism,54258,"me thrice. And when he thought thereon, he wept."
alt.atheism,54258,
alt.atheism,54258,"MAT 26:74  Then began he to curse and to swear,  saying,  I  know not the man."
alt.atheism,54258,And immediately the cock crew.
alt.atheism,54258,"MAT 26:75  And Peter remembered the word  of  Jesus,  which  said unto him,"
alt.atheism,54258,"Before the cock crow, thou shalt deny me thrice. And he went out, and wept"
alt.atheism,54258,bitterly.
alt.atheism,54258,
alt.atheism,54258,"LUK 22:60  And Peter said, Man, I know not what thou sayest.  And immediately,"
alt.atheism,54258,"while he yet spake, the cock crew."
alt.atheism,54258,"LUK 22:61  And the Lord turned, and looked upon Peter. And  Peter remembered"
alt.atheism,54258,"the word of the Lord, how he had said unto him, Before the cock crow, thou"
alt.atheism,54258,shalt deny me thrice.
alt.atheism,54258,
alt.atheism,54258,"JOH 13:38  Jesus answered him, Wilt thou lay down thy life for my sake? "
alt.atheism,54258,"Verily,"
alt.atheism,54258," verily, I say unto thee, The cock shall not crow, still thou hast denied me"
alt.atheism,54258,thrice.
alt.atheism,54258,
alt.atheism,54258,JOH 18:27  Peter then denied  again:  and  immediately  the  cock crew.
alt.atheism,54258,
alt.atheism,54258,>destruction of cities (what said was jeremiah was zechariah)
alt.atheism,54258,
alt.atheism,54258,(This is interesting because Matthew quotes a prophesy that was never made! 
alt.atheism,54258,Not the only time he does this either...)
alt.atheism,54258,
alt.atheism,54258,"MAT 27:9  Then was fulfilled that which was spoken by Jeremy  the prophet, "
alt.atheism,54258,"saying,  And they took the thirty pieces of silver, the price of him that was"
alt.atheism,54258,"valued, whom they of the children of Israel did value;"
alt.atheism,54258,
alt.atheism,54258,zechariah 11:11-13
alt.atheism,54258,(nothing in Jeremiah remotely like)
alt.atheism,54258,
alt.atheism,54258,What was the color of the robe placed on Jesus during his trial?
alt.atheism,54258,
alt.atheism,54258,scarlet - Matthew 27:28
alt.atheism,54258,
alt.atheism,54258,purple John 19:2
alt.atheism,54258,
alt.atheism,54258,>The time of the Crucifiction
alt.atheism,54258,
alt.atheism,54258,"Mark says the third hour, or 9 a.m., but John says the sixth hour (noon) was"
alt.atheism,54258,when the sentence was passed.
alt.atheism,54258,
alt.atheism,54258,>Inscription on the Cross
alt.atheism,54258,
alt.atheism,54258,Matthew  --  This is Jesus the king of the Jews
alt.atheism,54258,Mark	 --  The King of the Jews
alt.atheism,54258,Luke	 --  This is the king of the Jews
alt.atheism,54258,John	 --  Jesus of Nazareth the king of the Jews
alt.atheism,54258,
alt.atheism,54258,>What did they give him to drink?
alt.atheism,54258,
alt.atheism,54258,vinegar - Matthew 27:34
alt.atheism,54258,
alt.atheism,54258,wine with myrrh - Mark 15:23
alt.atheism,54258,
alt.atheism,54258,>Women at the Cross
alt.atheism,54258,
alt.atheism,54258,"Matthew said many stood far off, including Mary Magdaline, Mary the mother of"
alt.atheism,54258,"James, and the mother of Zebedee's children.  Mark and Luke speak of many far"
alt.atheism,54258,"off, and Mark includes Mary Magdeline and Mary the mother of James the less."
alt.atheism,54258,"John says that Jesus's mother stood at the cross, along with her sister and"
alt.atheism,54258,Mary Magdalene.
alt.atheism,54258,
alt.atheism,54258,>Jesus' last words 
alt.atheism,54258,
alt.atheism,54258,"Matt.27:46,50: ""And about the ninth hour Jesus cried with a loud voice, "
alt.atheism,54258,"saying, ""Eli, eli, lama sabachthani?"" that is to say, ""My God, my God, why"
alt.atheism,54258,"hast thou forsaken me?""  ...Jesus, when he cried again with a loud voice,"
alt.atheism,54258,"yielded u the ghost."""
alt.atheism,54258,
alt.atheism,54258,"Luke23:46: ""And when Jesus had cried with a loud voice, he said, ""Father, unto"
alt.atheism,54258," thy hands I commend my spirit:"" and having said thus, he gave up the ghost."""
alt.atheism,54258,
alt.atheism,54258,"John19:30: ""When Jesus therefore had received the vinegar, he said, ""It is "
alt.atheism,54258,"finished:"" and he bowed his head, and gave up the ghost."""
alt.atheism,54258,
alt.atheism,54258,>Events of the crucifiction
alt.atheism,54258,
alt.atheism,54258,"Matthew says that the veil of the temple was rent, that there was an"
alt.atheism,54258,"earthquake, and that it was dark from the sixth to the ninth hour, that graves"
alt.atheism,54258,"opened and bodies of the saints arose and went into Jeruselem, appearing to"
alt.atheism,54258,many (beating Jesus to the resurection). Mark and Luke speak of darkness and
alt.atheism,54258,the veil of the temple being rent but mention no earthquake or risen saints. 
alt.atheism,54258,John is the only one who mentions Jesus's side being peirced.
alt.atheism,54258,
alt.atheism,54258,>Burial of Jesus
alt.atheism,54258,
alt.atheism,54258,Matthew says the Jews asked Pilate for a guard to prevent the body from being
alt.atheism,54258,"stolen by the disciples, and for the tomb to be sealed. All of this was"
alt.atheism,54258,"supposedly done, but the other gospels do not mention these precautions."
alt.atheism,54258,
alt.atheism,54258,>How long was Jesus in the tomb?
alt.atheism,54258,Depends where you look; Matthew 12:40 gives Jesus prophesying that he will
alt.atheism,54258,"spend ""three days and three nights in the heart of the earth"", and Mark 10:34"
alt.atheism,54258,"has ""after three days (meta treis emeras) he will rise again"". As far as I can"
alt.atheism,54258,"see from a quick look, the prophecies have ""after three days"", but the"
alt.atheism,54258,"post-resurrection narratives have ""on the third day""."
alt.atheism,54258,
alt.atheism,54258,>Time of the Resurection
alt.atheism,54258,
alt.atheism,54258,"Matthew says Sunday at dawn, Mark says the sun was rising, and John says it"
alt.atheism,54258,was dark.
alt.atheism,54258,
alt.atheism,54258,> Who was at the Empty Tomb?  Is it :
alt.atheism,54258,
alt.atheism,54258,"MAT 28:1  In the end of the sabbath, as it began to  dawn  toward the first"
alt.atheism,54258,"day of the week, came Mary Magdalene and the other Mary to see the sepulchre."
alt.atheism,54258,
alt.atheism,54258,"MAR 16:1  And when the sabbath was past, Mary Magdalene, and Mary the  mother "
alt.atheism,54258,"of  James, and Salome, had bought sweet spices, that they might come and"
alt.atheism,54258,anoint him.
alt.atheism,54258,
alt.atheism,54258,"JOH 20:1  The first day of the week cometh Mary Magdalene  early, when  it "
alt.atheism,54258,"was  yet  dark, unto the sepulchre, and seeth the stone taken away from the"
alt.atheism,54258,sepulchre.
alt.atheism,54258,
alt.atheism,54258,>Whom did they see at the tomb?
alt.atheism,54258,
alt.atheism,54258,"MAT 28:2  And, behold, there was  a  great  earthquake:  for  the angel of the"
alt.atheism,54258,"Lord descended from heaven, and came and rolled back the stone from the door,"
alt.atheism,54258,and sat upon it.
alt.atheism,54258,"MAT 28:3  His countenance was like  lightning,  and  his  raiment white as"
alt.atheism,54258,"snow: MAT 28:4  And for fear of him the keepers did shake,  and  became as"
alt.atheism,54258,"dead men. MAT 28:5  And the angel answered and said unto  the  women,  Fear"
alt.atheism,54258,"not ye: for I know that ye seek Jesus, which was crucified."
alt.atheism,54258,
alt.atheism,54258,"MAR 16:5  And entering into the sepulchre, they saw a  young  man sitting  on "
alt.atheism,54258,"the right side, clothed in a long white garment; and they were affrighted."
alt.atheism,54258,
alt.atheism,54258,"LUK 24:4  And it came  to  pass,  as  they  were  much  perplexed thereabout,"
alt.atheism,54258,"behold, two men stood by them in shining garments:"
alt.atheism,54258,
alt.atheism,54258,"JOH 20:12  And seeth two angels in white sitting, the one at  the head,  and "
alt.atheism,54258,"the  other  at  the feet, where the body of Jesus had lain."
alt.atheism,54258,
alt.atheism,54258,>Belief that the disciples stole Jesus's body
alt.atheism,54258,
alt.atheism,54258,"Matthew says the guard was paid to tell this story, but no other gospel makes"
alt.atheism,54258,this claim.
alt.atheism,54258,
alt.atheism,54258,>Appearences of the risen Jesus
alt.atheism,54258,
alt.atheism,54258,Matthew says an angel at the tomb told the two Marys and that Jesus also told
alt.atheism,54258,"them, to tell the disciples to meet him in Galilee.  The disciples then went"
alt.atheism,54258,"to a mountain previously agreed opon, and met Jesus there.  This was his only"
alt.atheism,54258,"appearance, except to the women at the tomb.  Matthew only devotes five verses"
alt.atheism,54258,to the visit with the disciples.
alt.atheism,54258,
alt.atheism,54258,"Mark says that Jesus walked with two of the disciples in the country, and that"
alt.atheism,54258,"they told the rest of the disciples, who refused to believe.  Later he"
alt.atheism,54258,appeared to the 11 disciples at mealtime.
alt.atheism,54258,
alt.atheism,54258,"Luke says two followers went, the same day that Jesus rose from the dead, to"
alt.atheism,54258,"Emmaus, a village eight miles from Jeruselem, and there Jesus jioned them but"
alt.atheism,54258,"was unrecognised.  While they ate a meal together that evening, they finally"
alt.atheism,54258,"recognised Jesus, whereopon he dissapeared.  Returning at once to Jeruselem,"
alt.atheism,54258,they told the
alt.atheism,54258,"disciples of their experience, and suddenly Jesus appeared among them,"
alt.atheism,54258,"frightening them, as they thought he was a spirit.  Jesus then ate some fish"
alt.atheism,54258,and honey and then preached to them.
alt.atheism,54258,
alt.atheism,54258,"John says Jesus appeared to the disciples the evening of the day he arrose, in"
alt.atheism,54258,"Jeruselem, where they were hiding.  He breathed the Holy Ghost opon them, but"
alt.atheism,54258,Thomas was not present and refused to believe. Eight days later Jesus joined
alt.atheism,54258,the disciples again at the same place and this time he convinced Thomas.	Once
alt.atheism,54258,more Jesus made an
alt.atheism,54258,appearance to the disciples at the sea of Tiberias but again was not
alt.atheism,54258,recognised.
alt.atheism,54258," After telling them to cast their netson the other side of the boat, Jesus"
alt.atheism,54258,becomes known to them and prepares bread and fish for them.  They all eat
alt.atheism,54258,together and converse.
alt.atheism,54258,
alt.atheism,54258,The book of acts further adds to the confusion.  It says that Jesus showed
alt.atheism,54258,himself to the apostles for a period of 40 days after his resurection (thus
alt.atheism,54258,"contradicting Matthew, Mark, Luke AND John) and spoke to them of things"
alt.atheism,54258,"pertaining to the kingdom of God: ""And when he had spoken these things, while"
alt.atheism,54258,"they beheld, he was taken up; and a cloud recieved him out of their sight. "
alt.atheism,54258,"And while they looked steadfastly toward heaven as he went up, two men stood"
alt.atheism,54258,"by them in white apparel: Which also said, Ye men of Galilee, why stand ye"
alt.atheism,54258,"gazing into heaven? This same Jesus, which is taken from you into heaven,"
alt.atheism,54258,"shall so comein like manneras ye have seen him go into heaven"" Acts 1:3-11"
alt.atheism,54258,
alt.atheism,54258,"Paul outdoes every other ""authority"" by saying that Jesus was seen by 500"
alt.atheism,54258,persons between the time of the resurection and the
alt.atheism,54258,"assension, although he does not say where.	He also claims that he himself ""as"
alt.atheism,54258,"one born out of due time"" also saw Jesus. 1 Cor 15:6-8."
alt.atheism,54258,
alt.atheism,54258,>The Ascension
alt.atheism,54258,
alt.atheism,54258,Matthew says nothing about it.	Mark casually says that Jesus was recieved into
alt.atheism,54258,heaven after he was finished talking with the
alt.atheism,54258,disciples in Jeruselem.  Luke says Jesus led the desciples to Bethany and that
alt.atheism,54258,"while he blessed them, he was parted from them and carried up into heaven. "
alt.atheism,54258,John says nothing about it.  Acts
alt.atheism,54258,contradicts all of the above.  (See previous section)
alt.atheism,54258,
alt.atheism,54258,>When second coming?
alt.atheism,54258,
alt.atheism,54258,"MAT 24:34  Verily I say unto you, This generation shall not pass, till all"
alt.atheism,54258,these things be fulfilled.
alt.atheism,54258,
alt.atheism,54258,"MAR 13:30  Verily I say unto you, that this generation shall  not pass, till"
alt.atheism,54258,all these things be done.
alt.atheism,54258,
alt.atheism,54258,"LUK 21:32  Verily I say unto you, This generation shall not  pass away, till"
alt.atheism,54258,all be fulfilled.
alt.atheism,54258,
alt.atheism,54258,1 thessalonians 4:15-18
alt.atheism,54258,
alt.atheism,54258,>How many apostles were in office between the resurection and ascention 
alt.atheism,54258,1 Corinthians 15:5 (12)
alt.atheism,54258,Matthew 27:3-5 (minus one from 12)
alt.atheism,54258,Acts 1:9-26 (Mathias not elected until after resurrection)
alt.atheism,54258,"MAT 28:16  Then the eleven disciples went away into Galilee, into a mountain"
alt.atheism,54258,where Jesus had appointed them.
alt.atheism,54258,
alt.atheism,54258,> ascend to heaven
alt.atheism,54258,"	""And Elijah went up by a whirlwind into heaven."" (2 Kings 2:11)"
alt.atheism,54258,
alt.atheism,54258,"	""No man hath ascended up to heaven but he that came down from heaven, 	..."
alt.atheism,54258,"the Son of Man."" (John 3:13)"
alt.atheism,54258,
alt.atheism,54258,"As you can see, there are a number of contradictions in the account of the"
alt.atheism,54258,"trial, crucifiction and resurection of Jesus.  If these are good witnesses,"
alt.atheism,54258,you would think that they could get SOME of these important details right! 
alt.atheism,54258,"(In fact, I cannot find very many points on where they AGREE.  You would think"
alt.atheism,54258,that they could at least agree on some of the points they were supposedly
alt.atheism,54258,"observing!) Because of the fact that there is so much contradiction and error,"
alt.atheism,54258,the story of the resurection as presented cannot be taken as literal truth.
alt.atheism,54258,"(Due to the nature of the story, I doubt if it should be taken as ANY sort of"
alt.atheism,54258,truth.)
alt.atheism,54258,
alt.atheism,54258,                   Alan
alt.atheism,54258,
alt.atheism,54259,From: Alan.Olsen@p17.f40.n105.z1.fidonet.org (Alan Olsen)
alt.atheism,54259,Subject: Albert Sabin
alt.atheism,54259,Lines: 41
alt.atheism,54259,
alt.atheism,54259,
alt.atheism,54259,BR> From: wpr@atlanta.dg.com (Bill Rawlins)
alt.atheism,54259,BR> Newsgroups: alt.atheism
alt.atheism,54259,"BR> Organization: DGSID, Atlanta, GA"
alt.atheism,54259,
alt.atheism,54259,BR>         The problem is that most scientists exclude the
alt.atheism,54259,BR> possibility of the         supernatural in the question of
alt.atheism,54259,BR> origins.  Is this is a fair premise?         I utterly
alt.atheism,54259,BR> reject the hypothesis that science is the highest form of   
alt.atheism,54259,BR>      truth.
alt.atheism,54259,
alt.atheism,54259,It is better than the crap that the creationists put out.  So far all they
alt.atheism,54259,have been able to manage is distortions and half-truths. (When they are not
alt.atheism,54259,taking quotes out of context...)
alt.atheism,54259,
alt.atheism,54259,BR>         Some of these so-called human-like creatures were
alt.atheism,54259,BR> apes.  Some were         humans.  Some were fancifully
alt.atheism,54259,BR> reconstructed from fragments. 
alt.atheism,54259,
alt.atheism,54259,The genetic code has shown more about how man is realted to primates that the
alt.atheism,54259,fossil record.  (A little detail the creationists try and ignore.)
alt.atheism,54259,
alt.atheism,54259,BR>            Good deeds do not justify a person in God's
alt.atheism,54259,BR> sight.            An atonement (Jesus) is needed to atone
alt.atheism,54259,BR> for sin.
alt.atheism,54259,
alt.atheism,54259,Who says?  Your Bible(tm)?	I would be surprised if *ANY* Christian followed
alt.atheism,54259,"all of the rules in the Bible.  (Most of them just pick and choose, according"
alt.atheism,54259,to the local biases.)
alt.atheism,54259,
alt.atheism,54259,BR>      My point: God is the creator.  Look's like we agree.
alt.atheism,54259,
alt.atheism,54259,Where is your proof?  How do you know it was *YOUR* God?
alt.atheism,54259,
alt.atheism,54259,BR>      I'll send you some info via e-mail.
alt.atheism,54259,"BR>      Regards, Bill."
alt.atheism,54259,
alt.atheism,54259,Why not post them?	I would be interested in seeing them myself.
alt.atheism,54259,
alt.atheism,54259,                   Alan
alt.atheism,54259,
alt.atheism,54260,From: Alan.Olsen@p17.f40.n105.z1.fidonet.org (Alan Olsen)
alt.atheism,54260,"Subject: After 2000 years, can we say that Christian Morality is"
alt.atheism,54260,Lines: 29
alt.atheism,54260,
alt.atheism,54260,
alt.atheism,54260,MC> Theory of Creationism: MY theistic view of the theory of
alt.atheism,54260,"MC> creationism, (there  are many others) is stated in Genesis"
alt.atheism,54260,MC> 1.  In the beginning God created the heavens and the earth.
alt.atheism,54260,
alt.atheism,54260,And which order of Creation do you accept?	The story of creation is one of the
alt.atheism,54260,many places in the Bible where the Story contradicts itself.  The following is
alt.atheism,54260,an example...
alt.atheism,54260,
alt.atheism,54260,"GEN 1:25  And God made the beast of the earth after his kind, and cattle "
alt.atheism,54260,"after  their kind, and every thing that creepeth upon the earth after his"
alt.atheism,54260,kind: and God saw that it was good.
alt.atheism,54260,"GEN 1:26  And God said, Let us make man in our image,  after  our likeness: "
alt.atheism,54260,"and  let  them have dominion over the fish of the sea, and over the fowl of"
alt.atheism,54260,"the air, and over the cattle, and  over  all the  earth,  and over every"
alt.atheism,54260,creeping thing that creepeth upon the earth.
alt.atheism,54260,
alt.atheism,54260,"GEN 2:18  And the LORD God said, It is  not  good  that  the  man should be"
alt.atheism,54260,alone; I will make him an help meet for him.
alt.atheism,54260,GEN 2:19  And out of the ground the LORD God formed  every  beast of  the 
alt.atheism,54260,"field,  and every fowl of the air; and brought them unto Adam to see what he"
alt.atheism,54260,"would call them: and whatsoever  Adam  called every living creature, that was"
alt.atheism,54260,the name thereof.
alt.atheism,54260,
alt.atheism,54260,Even your Bible cannot agree on how things were created.  Why should we
alt.atheism,54260,believe in it?
alt.atheism,54260,
alt.atheism,54260,                   Alan
alt.atheism,54260,
alt.atheism,54261,From: Alan.Olsen@p17.f40.n105.z1.fidonet.org (Alan Olsen)
alt.atheism,54261,Subject: some thoughts.
alt.atheism,54261,Lines: 47
alt.atheism,54261,
alt.atheism,54261,
alt.atheism,54261,rh> From: house@helios.usq.EDU.AU (ron house)
alt.atheism,54261,rh> Newsgroups: alt.atheism
alt.atheism,54261,rh> Organization: University of Southern Queensland
alt.atheism,54261,
alt.atheism,54261,rh> bissda@saturn.wwc.edu (DAN LAWRENCE BISSELL) writes:
alt.atheism,54261,
alt.atheism,54261,>	First I want to start right out and say that I'm a Christian.  It 
alt.atheism,54261,
alt.atheism,54261,"rh> I _know_ I shouldn't get involved, but...   :-)"
alt.atheism,54261,
alt.atheism,54261,rh> [bit deleted]
alt.atheism,54261,
alt.atheism,54261,">	The book says that Jesus was either a liar, or he was crazy ( a "
alt.atheism,54261,>modern day Koresh) or he was actually who he said he was.
alt.atheism,54261,[rest of rant deleted]
alt.atheism,54261,
alt.atheism,54261,This is a standard argument for fundies.  Can you spot the falicy? The
alt.atheism,54261,"statement is arguing from the assumption that Jesus actually existed.  So far,"
alt.atheism,54261,they have not been able to offer real proof of that existance.  Most of them
alt.atheism,54261,try it using the (very) flawed writings of Josh McDowell and others to prove
alt.atheism,54261,"it, but those writers use VERY flawed sources.  (If they are real sources at"
alt.atheism,54261,"all, some are not.)  When will they ever learn to do real research, instead of"
alt.atheism,54261,believing the drivel sold in the Christian bookstores.
alt.atheism,54261,
alt.atheism,54261,"rh> Righto, DAN, try this one with your Cornflakes..."
alt.atheism,54261,
alt.atheism,54261,"rh> The book says that Muhammad was either a liar, or he was"
alt.atheism,54261,rh> crazy ( a  modern day Mad Mahdi) or he was actually who he
alt.atheism,54261,rh> said he was. Some reasons why he wouldn't be a liar are as
alt.atheism,54261,rh> follows.  Who would  die for a lie?  Wouldn't people be able
alt.atheism,54261,rh> to tell if he was a liar?  People  gathered around him and
alt.atheism,54261,"rh> kept doing it, many gathered from hearing or seeing  how his"
alt.atheism,54261,"rh> son-in-law made the sun stand still.  Call me a fool, but I"
alt.atheism,54261,rh> believe  he did make the sun stand still.  
alt.atheism,54261,rh> Niether was he a lunatic.  Would more than an entire nation
alt.atheism,54261,"rh> be drawn  to someone who was crazy.  Very doubtful, in fact"
alt.atheism,54261,rh> rediculous.  For example  anyone who is drawn to the Mad
alt.atheism,54261,"rh> Mahdi is obviously a fool, logical people see  this right"
alt.atheism,54261,rh> away.
alt.atheism,54261,"rh> Therefore since he wasn't a liar or a lunatic, he must have"
alt.atheism,54261,rh> been the  real thing.  
alt.atheism,54261,
alt.atheism,54261,Nice rebutal!
alt.atheism,54261,
alt.atheism,54261,                   Alan
alt.atheism,54261,
alt.atheism,54262,From: jgreen@trumpet.calpoly.edu (James Thomas Green)
alt.atheism,54262,"Subject: Re: ""So help you God"" in court?"
alt.atheism,54262,"Organization: California Polytechnic State University, San Luis Obispo"
alt.atheism,54262,Lines: 22
alt.atheism,54262,
alt.atheism,54262,bobbe@vice (Robert Beauchaine;6086;59-323;LP=A;YAyG) Pontificated: 
alt.atheism,54262,>
alt.atheism,54262,>  I guess I don't understand the problem.  I've never had any
alt.atheism,54262,">  problem swearing and using the name of ""god"" in the same sentence."
alt.atheism,54262,">  Comes quite naturally, as a matter of facxt."
alt.atheism,54262,>
alt.atheism,54262,
alt.atheism,54262,I would guess that you either mean that you don't have a problem
alt.atheism,54262,swearing aligance to a non-existant being or that you are being
alt.atheism,54262,deliberatily dense (considering what group this is).  
alt.atheism,54262,
alt.atheism,54262,"It doesn't come ""quite naturally"" to nonbelievers such as myself"
alt.atheism,54262,or even to followers of other religions.  Would you say it would
alt.atheism,54262,"be quite natural if you were forced to swear by ""Allah"" or"
alt.atheism,54262,"""Budda""?  "
alt.atheism,54262,
alt.atheism,54262,
alt.atheism,54262,
alt.atheism,54262,/~~~(-: James T. Green :-)~~~~(-: jgreen@oboe.calpoly.edu :-)~~~\ 
alt.atheism,54262,"|  ""At all times and in all nations,                            |"
alt.atheism,54262,"|     the priest has been hostile to liberty.""                  |"
alt.atheism,54262,|                               <Thomas Jefferson>              |
alt.atheism,54468,From: mayne@pipe.cs.fsu.edu (William Mayne)
alt.atheism,54468,Subject: Re: Alleged Deathbed Conversions (was: Asimov stamp)
alt.atheism,54468,Organization: Florida State University Computer Science Department
alt.atheism,54468,Reply-To: mayne@cs.fsu.edu
alt.atheism,54468,Lines: 32
alt.atheism,54468,
alt.atheism,54468,In article <sheafferC63zt0.Brs@netcom.com> sheaffer@netcom.com (Robert Sheaffer) writes:
alt.atheism,54468,>
alt.atheism,54468,">It had to happen: the old allegation of the ""deathbed conversion"" of the"
alt.atheism,54468,>noted unbeliever... [other examples]
